fips	county	filename	state	pop2012	countyGov	cbsa_title_2010	MetroMicro	centralOutlying	RGDPGrowth13	unemGrowth13	jobsGrowth13	HHpriceGrowth13	RGDPGrowthLT	avgUnemLT	jobsGrowthLT	HHpriceGrowthLT	descShortIndustry1	jobsIndustry1	IShare13_Industry1	AvgWageIndustry1	descShortIndustry2	jobsIndustry2	IShare13_Industry2	AvgWageIndustry2	descShortIndustry3	jobsIndustry3	IShare13_Industry3	AvgWageIndustry3	descShortIndustry4	jobsIndustry4	IShare13_Industry4	AvgWageIndustry4	descShortIndustry5	jobsIndustry5	IShare13_Industry5	AvgWageIndustry5	RGDP2003	RGDP2004	RGDP2005	RGDP2006	RGDP2007	RGDP2008	RGDP2009	RGDP2010	RGDP2011	RGDP2012	RGDP2013	peakRGDPyear	troughRGDPyear	stateRGDP2003	stateRGDP2004	stateRGDP2005	stateRGDP2006	stateRGDP2007	stateRGDP2008	stateRGDP2009	stateRGDP2010	stateRGDP2011	stateRGDP2012	stateRGDP2013	peakstateRGDPyear	troughstateRGDPyear	unem2003	unem2004	unem2005	unem2006	unem2007	unem2008	unem2009	unem2010	unem2011	unem2012	unem2013	peakunemyear	troughunemyear	stateUnem2003	stateUnem2004	stateUnem2005	stateUnem2006	stateUnem2007	stateUnem2008	stateUnem2009	stateUnem2010	stateUnem2011	stateUnem2012	stateUnem2013	peakstateUnemyear	troughstateUnemyear	jobs2003	jobs2004	jobs2005	jobs2006	jobs2007	jobs2008	jobs2009	jobs2010	jobs2011	jobs2012	jobs2013	peakjobsyear	troughjobsyear	stateJobs2003	stateJobs2004	stateJobs2005	stateJobs2006	stateJobs2007	stateJobs2008	stateJobs2009	stateJobs2010	stateJobs2011	stateJobs2012	stateJobs2013	peakstateJobsyear	troughstateJobsyear	HHprice2003	HHprice2004	HHprice2005	HHprice2006	HHprice2007	HHprice2008	HHprice2009	HHprice2010	HHprice2011	HHprice2012	HHprice2013	peakHHpriceyear	troughHHpriceyear	stateHHprice2003	stateHHprice2004	stateHHprice2005	stateHHprice2006	stateHHprice2007	stateHHprice2008	stateHHprice2009	stateHHprice2010	stateHHprice2011	stateHHprice2012	stateHHprice2013	peakstateHHpriceyear	troughstateHHpriceyear	NGDP2013	avgWage2013	fips_num
20085	Jackson County 	JacksonCountyKS	KS	13449	1	Topeka, KS	2	0	.01831952	.16468	.00471631	.09578029	.04935424	5.2989669	.03157887	.05374242	Local government	1.83944	.3544644	34854.282	Farms	1.01345	.1952942	0	Food services and bars	.22668	.0436818	12338.671	Hospitals	.17407	.0335437	27988.97	Specialty trade contractors	.1137	.0219103	34633.949	3.031e+08	3.217e+08	3.473e+08	3.297e+08	3.162e+08	3.406e+08	3.342e+08	3.203e+08	3.110e+08	3.077e+08	3.133e+08	2005	2012	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	6.19648	6.15607	5.85789	5.36093	5.36382	5.50047	7.26679	6.65324	6.65598	6.36471	6.52939	2002	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	5701.13	5901.91	5984.86	5800.15	5641.96	5520.18	5319.62	5244.72	5251.59	5165.05	5189.41	2005	2012	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	76046.32	78901.26	81082.57	83687.38	89108.04	86095.57	86970.61	86309.26	83304.55	87169.5	95518.62	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	3.944e+08	26423.805	20085
20087	Jefferson County 	JeffersonCountyKS	KS	18945	1	Topeka, KS	2	0	.02843571	.16595	.00218871	.10293057	.02856343	4.7892065	.01117555	.04854002	Farms	1.10259	.2353854	312.91777	Local government	1.03388	.2207169	26547.51	Specialty trade contractors	.21058	.0449555	47862.807	Recreation industries	.17333	.0370032	28168.869	Mining	.16641	.0355259	19295.896	2.907e+08	2.827e+08	2.830e+08	2.740e+08	2.789e+08	2.997e+08	3.145e+08	2.995e+08	2.920e+08	2.930e+08	3.013e+08	2009	2011	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	5.16127	5.82063	5.24603	4.77233	4.84073	5.02682	7.8816	8.05528	7.31524	6.41398	6.57993	2006	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	4749.92	4679.66	4665.94	4673.63	4793.23	4841	4882.91	4710.7	4585.63	4673.98	4684.21	2009	2011	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	94431.03	98034.09	101388.84	105682.01	112981.92	108762.99	109254.23	107418.43	102450.17	106362.28	117310.21	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	3.851e+08	27293.475	20087
20089	Jewell County 	JewellCountyKS	KS	3046	1		0		-.04472537	-.21897	-.00873186	.13324385	.02035376	2.6099178	-.00976873	.04359709	Farms	.48273	.3582306	1409.235	Local government	.33886	.2514656	20948.209	Wholesale: nondurables	.05358	.0397613	18962.673	Food services and bars	.03521	.0261291	10410.963	Fishing; hunting; etc.	.03179	.0235911	92996.225	97029520	91483760	93304340	86933280	86980340	96035230	1.035e+08	1.011e+08	1.009e+08	97441570	93083460	2009	2013	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	2.94979	3.44981	3.22785	3.08131	2.77559	3.01995	4.38205	4.48918	3.81808	3.46829	3.24932	2007	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	1651.41	1615.79	1576.93	1523.79	1507.41	1528.72	1467.92	1431.71	1433.56	1359.39	1347.52	2002	2013	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	30063.95	31079.56	32834.09	33908.89	34363.62	33640.56	32984.99	33457.17	33674.74	36885.83	41800.64	2007	2009	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.189e+08	19688.821	20089
20091	Johnson County 	JohnsonCountyKS	KS	559913	1	Kansas City, MO-KS	2	1	.01974961	-.27148	.01694386	.08589394	.0436509	3.5344711	.02783646	.04940275	Expertise services;	34.35264	.1027109	72704.236	Administrative services	33.01974	.0987257	39002.208	Local government	26.68352	.079781	35878.76	Food services and bars	23.84435	.0712922	16762.54	Ambulatory health care	16.31559	.048782	60038.903	2.489e+10	2.566e+10	2.711e+10	2.791e+10	2.950e+10	2.977e+10	2.811e+10	2.864e+10	2.979e+10	3.087e+10	3.148e+10	2008	2009	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	5.17121	5.03144	4.64235	4.13316	3.9338	4.40415	6.7883	6.39412	5.79062	4.98632	4.71484	2007	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	301140.09	307311.79	314151.26	320455.25	331603.81	332449.63	317041.59	313937.59	320496.25	328886.77	334459.38	2008	2010	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	195716.29	204577.5	214454.77	215171.14	211993.06	197497.71	190875.81	190968.83	182704.88	195251.62	212022.55	2006	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	3.579e+10	52377.872	20091
20093	Kearny County 	KearnyCountyKS	KS	3968	1	Garden City, KS	1	0	.00343128	-.23865	.00654314	.13860623	.01143474	3.1606261	.00801239	.04199152	Local government	.71929	.3725694	21768.633	Farms	.50631	.2622525	8643.341	Building construction	.05304	.027473	19069.759	Mining support	.04882	.0252872	14253.585	Fishing; hunting; etc.	.04799	.0248573	79638.883	1.276e+08	1.269e+08	1.282e+08	1.218e+08	1.224e+08	1.243e+08	1.290e+08	1.287e+08	1.294e+08	1.275e+08	1.279e+08	2009	2012	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	3.89472	4.57491	4.28802	3.75098	3.1525	3.23992	4.60778	4.32377	4.17519	3.78012	3.54147	2007	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	1853.84	1796.07	1901.62	1874.46	1897.65	1865.37	1768.74	1810.05	1872.64	1918.04	1930.59	2005	2009	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	92403.18	94430.62	97998.37	99929.97	101880.47	101154.88	100045.78	101855.23	100795.75	106193.93	120913.07	2007	2009	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.625e+08	25207.232	20093
20095	Kingman County 	KingmanCountyKS	KS	7863	1	Wichita, KS	2	0	.03749757	-.30147	.01046148	.11939668	.01465302	4.1976726	.00524041	.04642392	Farms	.84665	.2303114	0	Local government	.60883	.165618	27377.872	Nursing	.19859	.0540218	27718.264	Hospitals	.15058	.0409618	35291.672	Credit intermediation	.12715	.0345882	52741.722	2.048e+08	2.066e+08	2.316e+08	2.411e+08	2.279e+08	2.424e+08	2.481e+08	2.425e+08	2.568e+08	2.547e+08	2.642e+08	2009	2010	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	5.37903	4.81417	4.26875	3.65967	3.27821	3.20042	5.82885	5.84543	5.09367	4.77517	4.4737	2008	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	3403.8	3401.39	3476.29	3491.4	3446.6	3533.87	3502.39	3420.37	3560.58	3638.11	3676.17	2008	2010	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	69766.26	72807.25	77334.66	80005.16	81139.81	79329.73	77215.11	77351.69	76138.03	81130.65	90817.38	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	3.294e+08	29444.729	20095
20097	Kiowa County 	KiowaCountyKS	KS	2496	1		0		.06470246	-.21387	-.00989733	.08681874	.01794615	2.76188	.00467669	.03737006	Farms	.38142	.2372576	4096.9535	Local government	.32308	.2009679	22828.154	Nursing	.13165	.0818913	11185.568	Hospitals	.07301	.045415	20857.417	Wholesale:  durables	.06243	.0388338	60229.697	1.048e+08	1.078e+08	1.078e+08	1.076e+08	98560730	99819210	1.104e+08	1.093e+08	1.084e+08	1.051e+08	1.119e+08	2009	2012	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	3.2488	3.60929	3.51556	2.94671	4.55287	3.26624	3.59138	4.60079	3.68495	3.38755	3.17368	2006	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	1681.48	1725.04	1661.81	1667.69	1524.4	1452.04	1555.36	1536.56	1519.7	1623.67	1607.6	2004	2008	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	58064.48	61214.6	65946.47	68566.06	69000.68	66479.05	64398.1	65359.11	64736.76	67748.28	73630.1	2007	2009	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.410e+08	23363.131	20097
20099	Labette County 	LabetteCountyKS	KS	21284	1	Parsons, KS	1	1	-.01210334	-.50568	.01443192	.10560447	.01825515	6.289375	.00526372	.03766706	Local government	2.00104	.1926511	30052.478	Farms	.95644	.0920817	0	Fabricated metal products	.82279	.0792145	59467.823	State government	.65058	.0626349	41949.261	Food services and bars	.47954	.0461679	13333.319	6.279e+08	6.341e+08	6.362e+08	6.682e+08	7.043e+08	7.532e+08	7.209e+08	7.138e+08	6.993e+08	6.986e+08	6.901e+08	2008	2013	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	6.67604	6.92074	6.55531	5.32204	4.79584	5.05454	8.91926	9.69237	9.0474	8.0097	7.50402	2007	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	10591.53	10758.61	10840.37	11439.28	11763.52	12419.53	12027.06	11511.07	10975.87	10239.11	10386.88	2008	2012	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	53224.71	55417.81	58691.4	60560.51	61491.5	60015.63	58170.95	58541.01	57510.06	60330.02	66701.14	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	8.468e+08	31619.907	20099
20101	Lane County 	LaneCountyKS	KS	1704	1		0		-.00664985	-.24319	-.00693973	.138989	.01414358	3.1164875	.00077275	.03789068	Farms	.4156	.3594441	8874.591	Local government	.23728	.2052187	23964.725	Wholesale: nondurables	.07116	.0615449	51295.672	Mining support	.04238	.0366536	17667.296	Fishing; hunting; etc.	.02521	.0218036	109746.93	81813620	77338830	77680460	73997890	75720740	79943480	89700500	90352800	91545070	87182410	86602660	2009	2013	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	4.01157	4.39696	3.60671	3.46852	3.47217	3.53629	3.45031	3.48092	3.86728	3.85199	3.6088	2009	2011	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	1224.66	1171.2	1158.95	1147.67	1178.3	1154.09	1174.92	1189.75	1211.33	1164.31	1156.23	2002	2006	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	62969.23	64493.71	66672.45	68022.26	70093.73	70440.69	70041.84	70334.84	67651.11	68323.75	77820	2008	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.084e+08	23665.317	20101
20103	Leavenworth County 	LeavenworthCountyKS	KS	77739	1	Kansas City, MO-KS	2	0	-.01627536	-.37641	.01049056	.09370786	.01896696	5.2794928	.00469813	.04815382	Federal government	4.44233	.1631368	164654.9	Local government	3.51846	.1292093	31825.441	Expertise services;	1.39395	.0511904	74793.472	Food services and bars	1.23885	.0454946	15902.644	Farms	1.17596	.0431851	254.51546	1.785e+09	1.822e+09	1.870e+09	1.962e+09	1.947e+09	2.019e+09	2.108e+09	2.303e+09	2.418e+09	2.440e+09	2.400e+09	2009	2009	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	6.2081	6.46322	6.24347	5.61724	5.22495	5.54889	8.34981	8.21177	8.06114	6.91357	6.53716	2007	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	25061.62	25110.6	25017.08	25675.43	25573.88	25989.04	26410.48	27174.97	27206.39	26948.03	27230.73	2009	2009	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	125459.92	131770.6	139285.61	141206.59	140542.14	131601.5	126675.82	126590.04	121248.86	128770.42	140837.22	2006	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	2.901e+09	53470.364	20103
20105	Lincoln County 	LincolnCountyKS	KS	3174	1		0		.01192163	-.28654	.00691988	.17643169	.02184	3.8591594	-.00860809	.05030731	Farms	.38974	.272199	0	Local government	.36652	.2559819	26009.658	Wholesale: nondurables	.06271	.0437974	20638.335	Credit intermediation	.03579	.0249962	35361.554	Heavy construction	.03574	.0249612	42037.213	84219450	78335830	83946960	85318500	85955380	96033840	1.034e+08	1.022e+08	1.057e+08	1.037e+08	1.049e+08	2009	2010	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	5.13441	4.97845	4.31871	3.50561	3.7709	3.53619	5.68366	5.68022	4.90707	4.53866	4.25212	2006	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	1458.1	1379.71	1386.03	1411.57	1419.43	1457.37	1458.38	1441.32	1482.8	1421.99	1431.83	2002	2004	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	40748.7	42029.38	43995.54	45087.97	45810.58	45428.15	44967.51	45563.79	45601.62	49221.94	57906.25	2007	2009	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.313e+08	22512.889	20105
20107	Linn County 	LinnCountyKS	KS	9441	1	Kansas City, MO-KS	2	0	.00166324	-.47251	-.00608377	.1167221	.01811471	8.0564618	-.00012562	.05997834	Farms	.82076	.2812902	675.59335	Local government	.729	.2498423	27637.929	Utilities	.14107	.0483474	57182.675	Personal services	.09749	.0334117	51236.435	Gasoline stations	.08587	.0294293	23036.567	2.214e+08	2.191e+08	2.202e+08	2.221e+08	2.232e+08	2.321e+08	2.416e+08	2.400e+08	2.464e+08	2.376e+08	2.380e+08	2009	2012	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	6.78749	7.68845	7.35282	6.23399	6.24436	6.4068	11.62705	10.21198	10.57884	8.67866	8.20615	2006	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	3049.49	3007.83	2963.44	3029.93	3049.61	2975.06	2867.03	2812.65	2896.26	2935.68	2917.82	2007	2010	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	64586.34	67204.04	70906.05	72292.43	72237.11	67439.43	64656.27	64400.44	61823.47	65413.92	73049.17	2006	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	2.985e+08	29734.319	20107
20109	Logan County 	LoganCountyKS	KS	2784	1		0		.01003761	-.18973	.0107094	.18983085	.01360177	2.9502668	.00191999	.04581633	Local government	.68808	.4413316	26705.717	Farms	.24033	.1541466	3201.6394	Wholesale: nondurables	.0583	.0373934	67006.175	Food services and bars	.05198	.0333398	19367.641	Motor vehicles	.04348	.0278879	39063.017	96335030	93279880	95841460	89077130	99478260	95849390	1.013e+08	1.034e+08	1.067e+08	1.078e+08	1.088e+08	2009	2009	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	3.22614	3.67079	3.62494	3.17239	2.74348	2.66755	3.42818	3.56488	3.25655	3.00517	2.81544	2008	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	1435.98	1395.11	1378.01	1287.6	1603.05	1460.33	1453.87	1493.34	1556.71	1542.57	1559.09	2007	2009	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	69125.79	71444.08	74771.92	76622.81	78159.91	77898.56	77652.37	79310.95	79249.19	84524.88	100570.31	2007	2007	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.339e+08	27974.196	20109
20111	Lyon County 	LyonCountyKS	KS	33748	1	Emporia, KS	1	1	.01498017	-.34959	.01814961	.08752882	.03349153	4.2998967	.01336114	.03993	Local government	2.79441	.1648849	27439.395	Food manufacturing	1.91611	.1130606	44626.968	State government	1.31843	.0777943	52517.107	Food services and bars	1.29558	.076446	12097.277	Farms	.9087	.0536181	2501.8158	1.312e+09	1.318e+09	1.292e+09	1.296e+09	1.289e+09	1.258e+09	1.225e+09	1.279e+09	1.293e+09	1.306e+09	1.325e+09	2004	2009	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	4.49796	4.70035	4.62794	4.18346	3.97462	5.61174	6.38737	6.42972	6.14362	5.53733	5.18774	2007	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	19454.96	19657.23	19211.95	18817.7	18657.75	17572.88	16734.82	16447.13	16541.32	16645.54	16947.65	2004	2010	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	87752.05	91220.53	96561.09	99801.7	101268.98	98653.34	95070.18	94548.08	91741.96	95833.23	104221.4	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.588e+09	31856.739	20111
20113	McPherson County 	McPhersonCountyKS	KS	29356	1	McPherson, KS	1	1	-.00033856	-.25397	.02227291	.1007238	.03288834	3.162675	.01415652	.0482234	Local government	1.98219	.1215273	29832.564	Farms	1.06224	.0651255	2206.1116	Machinery	1.04154	.0638564	44033.114	Nursing	1.00192	.0614273	28755.709	Food services and bars	.74733	.0458185	17042.739	1.176e+09	1.166e+09	1.302e+09	1.279e+09	1.273e+09	1.142e+09	1.174e+09	1.230e+09	1.414e+09	1.439e+09	1.439e+09	2005	2008	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	3.79256	3.95279	3.82648	3.37982	3.36217	3.43411	5.14071	5.10371	4.49377	4.02269	3.76872	2007	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	15777.69	16487.34	16602.98	16698.66	16041.7	15558.16	15361.71	15411.57	15862.65	15955.26	16310.63	2006	2009	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	100616.81	105504.12	112352.12	116032.23	117758.38	115074.34	111382.75	111648.06	109713.84	115934.56	127611.93	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	1.951e+09	37657.634	20113
20115	Marion County 	MarionCountyKS	KS	12347	1		0		.02830126	-.3168	.01049762	.14225071	.02216867	3.2739247	.0077919	.04776801	Local government	1.08199	.2240456	20577.131	Farms	.92998	.1925692	502.88178	Nursing	.41433	.0857945	19730.481	Hospitals	.2236	.0463004	23283.229	Food services and bars	.18854	.0390406	13009.494	3.061e+08	3.083e+08	3.116e+08	3.077e+08	3.061e+08	3.251e+08	3.352e+08	3.351e+08	3.311e+08	3.258e+08	3.350e+08	2009	2012	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	4.62352	4.57847	4.24558	3.94716	3.55074	3.52415	5.74222	5.86095	5.53884	5.01803	4.70123	2008	2010	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	5189.41	5143.71	5185.37	5130.77	5035.17	5074.03	5045.64	4955.88	4818.25	4779.18	4829.35	2002	2012	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	63099.82	65758.3	70102.89	72944.29	74292.43	72591.59	70512.32	71036.23	70370.8	74463.88	85056.42	2007	2011	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	4.178e+08	24653.107	20115
20117	Marshall County 	MarshallCountyKS	KS	10022	1		0		.03648422	-.25417	.01127607	.13387878	.03360727	3.2011489	.0146269	.05060685	Transportation equipment	.89705	.1504565	42979.299	Farms	.86055	.1443345	270.65249	Local government	.79509	.1333554	20754.292	Wholesale: nondurables	.24032	.0403073	37160.827	Nursing	.18319	.0307253	26274.797	3.970e+08	3.921e+08	4.059e+08	4.020e+08	4.224e+08	4.204e+08	3.955e+08	4.148e+08	4.540e+08	4.615e+08	4.783e+08	2007	2009	1.026e+11	1.027e+11	1.049e+11	1.083e+11	1.132e+11	1.141e+11	1.104e+11	1.133e+11	1.169e+11	1.185e+11	1.200e+11	2008	2009	3.70569	3.90245	3.77148	3.51165	3.06134	3.5747	5.82056	4.95293	4.49822	4.02591	3.77174	2007	2009	5.575	5.54167	5.1	4.39167	4.10833	4.38333	7.125	7.08333	6.525	5.73777	5.6887	2007	2009	5782.71	5803.83	5912.33	5705.19	5769.65	5779.67	5457.13	5514.92	5737.67	5895.67	5962.15	2002	2009	1414936.7	1424810.4	1431740.9	1453503.3	1483480.7	1493095.5	1445162.2	1434988.1	1447869	1465970.8	1484970.2	2008	2010	56366.78	59080.31	63336.66	66301.25	67820.85	66326.63	64597	65296.04	65348.34	70865	80352.32	2007	2009	121510.94	125934.55	131073.87	131856.32	130735	125197.72	121463.55	123721.7	118491.13	123549.69	135040.53	2006	2011	5.814e+08	31735.203	20117
